date,lowest_temp,highest_temp,weather,city
2015-01-01,4.0,9.0,1,ankang
2015-01-02,1.0,12.0,1,ankang
2015-01-03,3.0,13.0,1,ankang
2015-01-04,6.0,10.0,1,ankang
2015-01-05,4.0,8.0,0,ankang
2015-01-06,2.0,12.0,1,ankang
2015-01-07,3.0,10.0,1,ankang
2015-01-08,2.0,12.0,1,ankang
2015-01-09,0.0,12.0,1,ankang
2015-01-10,0.0,11.0,1,ankang
2015-01-11,4.0,8.0,1,ankang
2015-01-12,2.0,10.0,1,ankang
2015-01-13,4.0,12.0,1,ankang
2015-01-14,3.0,10.0,1,ankang
2015-01-15,1.0,11.0,1,ankang
2015-01-16,1.0,8.0,1,ankang
2015-01-17,0.0,10.0,1,ankang
2015-01-18,0.0,10.0,1,ankang
2015-01-19,2.0,11.0,1,ankang
2015-01-20,1.0,12.0,1,ankang
2015-01-21,0.0,13.0,1,ankang
2015-01-22,1.0,11.0,1,ankang
2015-01-23,4.0,7.0,1,ankang
2015-01-24,5.0,9.0,1,ankang
2015-01-25,4.0,9.0,1,ankang
2015-01-26,3.0,7.0,0,ankang
2015-01-27,0.0,2.0,0,ankang
2015-01-28,-1.0,2.0,0,ankang
2015-01-29,-1.0,4.0,0,ankang
2015-01-30,0.0,4.0,0,ankang
2015-01-31,0.0,7.0,0,ankang
2015-02-01,0.0,6.0,1,ankang
2015-02-02,1.0,9.0,1,ankang
2015-02-03,0.0,10.0,1,ankang
2015-02-04,0.0,11.0,1,ankang
2015-02-05,0.0,12.0,1,ankang
2015-02-06,3.0,12.0,1,ankang
2015-02-07,-1.0,12.0,1,ankang
2015-02-08,2.0,13.0,1,ankang
2015-02-09,2.0,13.0,1,ankang
2015-02-10,1.0,17.0,1,ankang
2015-02-11,1.0,17.0,1,ankang
2015-02-12,1.0,17.0,1,ankang
2015-02-13,6.0,14.0,0,ankang
2015-02-14,7.0,16.0,0,ankang
2015-02-15,3.0,19.0,1,ankang
2015-02-16,3.0,19.0,1,ankang
2015-02-17,7.0,13.0,1,ankang
2015-02-18,6.0,11.0,0,ankang
2015-02-19,5.0,9.0,0,ankang
2015-02-20,2.0,14.0,1,ankang
2015-02-21,5.0,11.0,0,ankang
2015-02-22,5.0,11.0,0,ankang
2015-02-23,4.0,13.0,1,ankang
2015-02-24,7.0,12.0,1,ankang
2015-02-25,5.0,11.0,0,ankang
2015-02-26,6.0,11.0,0,ankang
2015-02-27,4.0,6.0,0,ankang
2015-02-28,2.0,12.0,1,ankang
2015-03-01,2.0,11.0,1,ankang
2015-03-02,3.0,12.0,1,ankang
2015-03-03,5.0,10.0,0,ankang
2015-03-04,2.0,6.0,0,ankang
2015-03-05,3.0,12.0,1,ankang
2015-03-06,3.0,15.0,1,ankang
2015-03-07,7.0,20.0,1,ankang
2015-03-08,6.0,18.0,1,ankang
2015-03-09,7.0,15.0,0,ankang
2015-03-10,5.0,17.0,1,ankang
2015-03-11,4.0,22.0,1,ankang
2015-03-12,6.0,22.0,1,ankang
2015-03-13,11.0,20.0,1,ankang
2015-03-14,12.0,17.0,0,ankang
2015-03-15,10.0,22.0,1,ankang
2015-03-16,13.0,18.0,0,ankang
2015-03-17,13.0,15.0,0,ankang
2015-03-18,11.0,15.0,0,ankang
2015-03-19,11.0,15.0,0,ankang
2015-03-20,8.0,22.0,1,ankang
2015-03-21,9.0,19.0,1,ankang
2015-03-22,12.0,18.0,0,ankang
2015-03-23,11.0,16.0,0,ankang
2015-03-24,10.0,17.0,1,ankang
2015-03-25,11.0,17.0,1,ankang
2015-03-26,10.0,21.0,1,ankang
2015-03-27,11.0,25.0,1,ankang
2015-03-28,14.0,25.0,1,ankang
2015-03-29,12.0,28.0,1,ankang
2015-03-30,15.0,28.0,1,ankang
2015-03-31,16.0,20.0,0,ankang
2015-04-01,12.0,26.0,0,ankang
2015-04-02,12.0,24.0,0,ankang
2015-04-03,12.0,18.0,0,ankang
2015-04-04,12.0,15.0,0,ankang
2015-04-05,10.0,14.0,0,ankang
2015-04-06,7.0,10.0,0,ankang
2015-04-07,6.0,18.0,1,ankang
2015-04-08,9.0,23.0,1,ankang
2015-04-09,10.0,25.0,1,ankang
2015-04-10,11.0,21.0,1,ankang
2015-04-11,8.0,14.0,1,ankang
2015-04-12,5.0,21.0,1,ankang
2015-04-13,5.0,26.0,1,ankang
2015-04-14,12.0,31.0,0,ankang
2015-04-15,14.0,27.0,1,ankang
2015-04-16,15.0,24.0,1,ankang
2015-04-17,15.0,20.0,0,ankang
2015-04-18,13.0,17.0,0,ankang
2015-04-19,11.0,23.0,1,ankang
2015-04-20,12.0,22.0,0,ankang
2015-04-21,11.0,26.0,1,ankang
2015-04-22,12.0,24.0,1,ankang
2015-04-23,14.0,28.0,1,ankang
2015-04-24,14.0,28.0,1,ankang
2015-04-25,15.0,29.0,1,ankang
2015-04-26,16.0,32.0,1,ankang
2015-04-27,17.0,35.0,1,ankang
2015-04-28,18.0,33.0,1,ankang
2015-04-29,18.0,29.0,1,ankang
2015-04-30,18.0,25.0,0,ankang
2015-05-01,13.0,28.0,1,ankang
2015-05-02,16.0,22.0,0,ankang
2015-05-03,16.0,22.0,1,ankang
2015-05-04,15.0,22.0,1,ankang
2015-05-05,14.0,29.0,1,ankang
2015-05-06,15.0,28.0,1,ankang
2015-05-07,15.0,28.0,1,ankang
2015-05-08,14.0,27.0,1,ankang
2015-05-09,14.0,27.0,1,ankang
2015-05-10,14.0,27.0,1,ankang
2015-05-11,12.0,26.0,1,ankang
2015-05-12,13.0,29.0,1,ankang
2015-05-13,15.0,30.0,1,ankang
2015-05-14,19.0,31.0,0,ankang
2015-05-15,19.0,30.0,1,ankang
2015-05-16,19.0,29.0,0,ankang
2015-05-17,17.0,24.0,0,ankang
2015-05-18,19.0,31.0,1,ankang
2015-05-19,20.0,33.0,1,ankang
2015-05-20,18.0,30.0,1,ankang
2015-05-21,15.0,21.0,0,ankang
2015-05-22,22.0,32.0,1,ankang
2015-05-23,16.0,27.0,1,ankang
2015-05-24,15.0,29.0,1,ankang
2015-05-25,17.0,26.0,1,ankang
2015-05-26,19.0,26.0,1,ankang
2015-05-27,20.0,30.0,1,ankang
2015-05-28,18.0,22.0,0,ankang
2015-05-29,17.0,23.0,0,ankang
2015-05-30,17.0,30.0,1,ankang
2015-05-31,20.0,30.0,0,ankang
2015-06-01,19.0,25.0,0,ankang
2015-06-02,20.0,25.0,0,ankang
2015-06-03,18.0,22.0,0,ankang
2015-06-04,17.0,23.0,0,ankang
2015-06-05,16.0,32.0,1,ankang
2015-06-06,18.0,26.0,1,ankang
2015-06-07,19.0,27.0,0,ankang
2015-06-08,19.0,30.0,1,ankang
2015-06-09,21.0,32.0,1,ankang
2015-06-10,19.0,33.0,1,ankang
2015-06-11,16.0,32.0,1,ankang
2015-06-12,17.0,26.0,0,ankang
2015-06-13,18.0,29.0,1,ankang
2015-06-14,20.0,28.0,0,ankang
2015-06-15,20.0,24.0,0,ankang
2015-06-16,18.0,22.0,0,ankang
2015-06-17,21.0,26.0,1,ankang
2015-06-18,21.0,32.0,1,ankang
2015-06-19,20.0,31.0,1,ankang
2015-06-20,20.0,26.0,0,ankang
2015-06-21,18.0,29.0,1,ankang
2015-06-22,23.0,29.0,1,ankang
2015-06-23,23.0,25.0,0,ankang
2015-06-24,21.0,23.0,0,ankang
2015-06-25,22.0,28.0,0,ankang
2015-06-26,22.0,26.0,0,ankang
2015-06-27,22.0,27.0,0,ankang
2015-06-28,22.0,27.0,0,ankang
2015-06-29,21.0,24.0,0,ankang
2015-06-30,23.0,28.0,1,ankang
2015-07-01,23.0,33.0,1,ankang
2015-07-02,22.0,30.0,1,ankang
2015-07-03,20.0,28.0,0,ankang
2015-07-04,19.0,27.0,0,ankang
2015-07-05,19.0,29.0,0,ankang
2015-07-06,19.0,29.0,0,ankang
2015-07-07,20.0,33.0,1,ankang
2015-07-08,20.0,32.0,1,ankang
2015-07-09,21.0,31.0,1,ankang
2015-07-10,21.0,31.0,1,ankang
2015-07-11,22.0,33.0,1,ankang
2015-07-12,23.0,34.0,1,ankang
2015-07-13,23.0,35.0,0,ankang
2015-07-14,22.0,33.0,0,ankang
2015-07-15,20.0,25.0,0,ankang
2015-07-16,19.0,31.0,1,ankang
2015-07-17,20.0,32.0,0,ankang
2015-07-18,22.0,33.0,1,ankang
2015-07-19,22.0,31.0,0,ankang
2015-07-20,23.0,33.0,1,ankang
2015-07-21,23.0,33.0,0,ankang
2015-07-22,23.0,29.0,0,ankang
2015-07-23,22.0,32.0,1,ankang
2015-07-24,22.0,34.0,1,ankang
2015-07-25,22.0,35.0,1,ankang
2015-07-26,24.0,36.0,1,ankang
2015-07-27,24.0,35.0,1,ankang
2015-07-28,24.0,36.0,1,ankang
2015-07-29,25.0,37.0,1,ankang
2015-07-30,25.0,36.0,1,ankang
2015-07-31,25.0,38.0,1,ankang
2015-08-01,25.0,38.0,1,ankang
2015-08-02,25.0,38.0,1,ankang
2015-08-03,23.0,36.0,0,ankang
2015-08-04,22.0,33.0,0,ankang
2015-08-05,22.0,34.0,1,ankang
2015-08-06,21.0,35.0,1,ankang
2015-08-07,23.0,33.0,1,ankang
2015-08-08,23.0,32.0,0,ankang
2015-08-09,22.0,30.0,0,ankang
2015-08-10,22.0,33.0,1,ankang
2015-08-11,22.0,30.0,0,ankang
2015-08-12,23.0,32.0,1,ankang
2015-08-13,23.0,31.0,0,ankang
2015-08-14,22.0,31.0,0,ankang
2015-08-15,22.0,33.0,1,ankang
2015-08-16,23.0,33.0,1,ankang
2015-08-17,21.0,28.0,0,ankang
2015-08-18,19.0,22.0,0,ankang
2015-08-19,20.0,25.0,1,ankang
2015-08-20,20.0,30.0,1,ankang
2015-08-21,18.0,32.0,1,ankang
2015-08-22,20.0,33.0,1,ankang
2015-08-23,19.0,31.0,1,ankang
2015-08-24,20.0,33.0,0,ankang
2015-08-25,19.0,31.0,1,ankang
2015-08-26,20.0,31.0,1,ankang
2015-08-27,20.0,32.0,1,ankang
2015-08-28,19.0,33.0,1,ankang
2015-08-29,20.0,33.0,1,ankang
2015-08-30,20.0,34.0,1,ankang
2015-08-31,20.0,33.0,1,ankang
2015-09-01,20.0,32.0,1,ankang
2015-09-02,21.0,28.0,0,ankang
2015-09-03,22.0,27.0,0,ankang
2015-09-04,20.0,25.0,0,ankang
2015-09-05,20.0,32.0,1,ankang
2015-09-06,20.0,33.0,1,ankang
2015-09-07,21.0,31.0,0,ankang
2015-09-08,21.0,24.0,0,ankang
2015-09-09,20.0,25.0,0,ankang
2015-09-10,19.0,22.0,0,ankang
2015-09-11,17.0,24.0,1,ankang
2015-09-12,18.0,28.0,1,ankang
2015-09-13,17.0,26.0,1,ankang
2015-09-14,17.0,27.0,1,ankang
2015-09-15,18.0,29.0,1,ankang
2015-09-16,18.0,26.0,0,ankang
2015-09-17,19.0,23.0,0,ankang
2015-09-18,17.0,23.0,0,ankang
2015-09-19,16.0,26.0,1,ankang
2015-09-20,17.0,27.0,1,ankang
2015-09-21,18.0,27.0,1,ankang
2015-09-22,16.0,24.0,0,ankang
2015-09-23,17.0,26.0,0,ankang
2015-09-24,16.0,20.0,0,ankang
2015-09-25,17.0,23.0,1,ankang
2015-09-26,18.0,24.0,1,ankang
2015-09-27,19.0,23.0,0,ankang
2015-09-28,19.0,24.0,0,ankang
2015-09-29,18.0,25.0,1,ankang
2015-09-30,16.0,22.0,0,ankang
2015-10-01,12.0,23.0,1,ankang
2015-10-02,10.0,22.0,0,ankang
2015-10-03,15.0,18.0,0,ankang
2015-10-04,15.0,17.0,0,ankang
2015-10-05,15.0,21.0,0,ankang
2015-10-06,17.0,20.0,1,ankang
2015-10-07,15.0,26.0,1,ankang
2015-10-08,12.0,23.0,1,ankang
2015-10-09,11.0,24.0,1,ankang
2015-10-10,10.0,24.0,1,ankang
2015-10-11,11.0,25.0,1,ankang
2015-10-12,13.0,25.0,1,ankang
2015-10-13,12.0,24.0,1,ankang
2015-10-14,13.0,26.0,1,ankang
2015-10-15,15.0,28.0,1,ankang
2015-10-16,15.0,28.0,1,ankang
2015-10-17,16.0,26.0,1,ankang
2015-10-18,17.0,25.0,0,ankang
2015-10-19,15.0,27.0,1,ankang
2015-10-20,15.0,27.0,1,ankang
2015-10-21,16.0,28.0,1,ankang
2015-10-22,15.0,27.0,1,ankang
2015-10-23,17.0,22.0,0,ankang
2015-10-24,16.0,20.0,0,ankang
2015-10-25,15.0,18.0,0,ankang
2015-10-26,8.0,17.0,0,ankang
2015-10-27,11.0,18.0,1,ankang
2015-10-28,12.0,15.0,0,ankang
2015-10-29,14.0,17.0,0,ankang
2015-10-30,13.0,15.0,0,ankang
2015-10-31,6.0,14.0,0,ankang
2015-11-01,8.0,18.0,1,ankang
2015-11-02,10.0,18.0,1,ankang
2015-11-03,9.0,18.0,1,ankang
2015-11-04,13.0,16.0,1,ankang
2015-11-05,14.0,15.0,0,ankang
2015-11-06,11.0,15.0,0,ankang
2015-11-07,11.0,13.0,0,ankang
2015-11-08,9.0,17.0,1,ankang
2015-11-09,12.0,18.0,0,ankang
2015-11-10,11.0,14.0,1,ankang
2015-11-11,10.0,12.0,0,ankang
2015-11-12,10.0,11.0,1,ankang
2015-11-13,9.0,14.0,1,ankang
2015-11-14,10.0,17.0,0,ankang
2015-11-15,11.0,15.0,1,ankang
2015-11-16,12.0,16.0,0,ankang
2015-11-17,9.0,14.0,0,ankang
2015-11-18,10.0,13.0,1,ankang
2015-11-19,9.0,16.0,1,ankang
2015-11-20,11.0,15.0,1,ankang
2015-11-21,12.0,15.0,1,ankang
2015-11-22,10.0,15.0,0,ankang
2015-11-23,7.0,13.0,0,ankang
2015-11-24,4.0,8.0,1,ankang
2015-11-25,4.0,13.0,1,ankang
2015-11-26,4.0,14.0,1,ankang
2015-11-27,6.0,12.0,1,ankang
2015-11-28,4.0,12.0,1,ankang
2015-11-29,5.0,14.0,1,ankang
2015-11-30,6.0,14.0,1,ankang
2015-12-01,5.0,12.0,1,ankang
2015-12-02,3.0,14.0,1,ankang
2015-12-03,3.0,13.0,1,ankang
2015-12-04,4.0,13.0,1,ankang
2015-12-05,5.0,14.0,1,ankang
2015-12-06,4.0,15.0,1,ankang
2015-12-07,4.0,16.0,1,ankang
2015-12-08,6.0,12.0,1,ankang
2015-12-09,7.0,12.0,1,ankang
2015-12-10,7.0,13.0,1,ankang
2015-12-11,5.0,9.0,0,ankang
2015-12-12,4.0,7.0,0,ankang
2015-12-13,4.0,7.0,0,ankang
2015-12-14,2.0,8.0,1,ankang
2015-12-15,0.0,11.0,1,ankang
2015-12-16,-2.0,10.0,1,ankang
2015-12-17,-3.0,8.0,1,ankang
2015-12-18,4.0,8.0,1,ankang
2015-12-19,5.0,8.0,1,ankang
2015-12-20,1.0,9.0,1,ankang
2015-12-21,4.0,8.0,1,ankang
2015-12-22,4.0,8.0,1,ankang
2015-12-23,3.0,8.0,0,ankang
2015-12-24,1.0,10.0,1,ankang
2015-12-25,0.0,13.0,1,ankang
2015-12-26,-1.0,12.0,1,ankang
2015-12-27,0.0,12.0,1,ankang
2015-12-28,2.0,10.0,1,ankang
2015-12-29,0.0,11.0,1,ankang
2015-12-30,-1.0,13.0,1,ankang
2015-12-31,3.0,9.0,1,ankang
2016-01-01,3.0,12.0,1,ankang
2016-01-02,1.0,14.0,1,ankang
2016-01-03,3.0,12.0,1,ankang
2016-01-04,4.0,11.0,1,ankang
2016-01-05,2.0,9.0,1,ankang
2016-01-06,4.0,9.0,0,ankang
2016-01-07,0.0,9.0,0,ankang
2016-01-08,3.0,10.0,1,ankang
2016-01-09,3.0,8.0,1,ankang
2016-01-10,4.0,9.0,0,ankang
2016-01-11,2.0,7.0,0,ankang
2016-01-12,1.0,5.0,0,ankang
2016-01-13,0.0,8.0,1,ankang
2016-01-14,0.0,10.0,1,ankang
2016-01-15,-1.0,10.0,1,ankang
2016-01-16,1.0,8.0,1,ankang
2016-01-17,1.0,11.0,1,ankang
2016-01-18,0.0,9.0,1,ankang
2016-01-19,0.0,6.0,1,ankang
2016-01-20,1.0,6.0,0,ankang
2016-01-21,1.0,6.0,1,ankang
2016-01-22,-3.0,5.0,1,ankang
2016-01-23,-6.0,7.0,1,ankang
2016-01-24,-5.0,5.0,1,ankang
2016-01-25,-8.0,3.0,1,ankang
2016-01-26,-4.0,8.0,1,ankang
2016-01-27,1.0,8.0,1,ankang
2016-01-28,3.0,6.0,1,ankang
2016-01-29,0.0,8.0,1,ankang
2016-01-30,1.0,6.0,0,ankang
2016-01-31,0.0,3.0,0,ankang
2016-02-01,-1.0,7.0,1,ankang
2016-02-02,-2.0,8.0,1,ankang
2016-02-03,2.0,7.0,1,ankang
2016-02-04,1.0,10.0,1,ankang
2016-02-05,0.0,11.0,1,ankang
2016-02-06,-1.0,14.0,1,ankang
2016-02-07,-2.0,15.0,1,ankang
2016-02-08,0.0,17.0,1,ankang
2016-02-09,5.0,16.0,1,ankang
2016-02-10,6.0,12.0,1,ankang
2016-02-11,4.0,12.0,1,ankang
2016-02-12,5.0,10.0,0,ankang
2016-02-13,2.0,9.0,0,ankang
2016-02-14,0.0,6.0,1,ankang
2016-02-15,-1.0,9.0,1,ankang
2016-02-16,0.0,13.0,1,ankang
2016-02-17,1.0,13.0,1,ankang
2016-02-18,3.0,14.0,1,ankang
2016-02-19,2.0,15.0,1,ankang
2016-02-20,2.0,13.0,1,ankang
2016-02-21,2.0,7.0,0,ankang
2016-02-22,3.0,11.0,1,ankang
2016-02-23,4.0,13.0,1,ankang
2016-02-24,6.0,14.0,1,ankang
2016-02-25,5.0,16.0,1,ankang
2016-02-26,4.0,19.0,1,ankang
2016-02-27,5.0,20.0,1,ankang
2016-02-28,6.0,21.0,1,ankang
2016-02-29,5.0,21.0,1,ankang
2016-03-01,7.0,18.0,1,ankang
2016-03-02,4.0,20.0,1,ankang
2016-03-03,5.0,20.0,1,ankang
2016-03-04,10.0,19.0,1,ankang
2016-03-05,9.0,19.0,1,ankang
2016-03-06,10.0,19.0,1,ankang
2016-03-07,9.0,14.0,0,ankang
2016-03-08,5.0,13.0,0,ankang
2016-03-09,3.0,6.0,0,ankang
2016-03-10,2.0,13.0,1,ankang
2016-03-11,1.0,14.0,1,ankang
2016-03-12,6.0,15.0,1,ankang
2016-03-13,7.0,17.0,1,ankang
2016-03-14,6.0,14.0,1,ankang
2016-03-15,9.0,17.0,1,ankang
2016-03-16,9.0,16.0,0,ankang
2016-03-17,7.0,16.0,0,ankang
2016-03-18,8.0,23.0,1,ankang
2016-03-19,7.0,26.0,1,ankang
2016-03-20,13.0,21.0,0,ankang
2016-03-21,11.0,17.0,0,ankang
2016-03-22,11.0,18.0,0,ankang
2016-03-23,9.0,14.0,0,ankang
2016-03-24,7.0,15.0,1,ankang
2016-03-25,5.0,17.0,0,ankang
2016-03-26,4.0,20.0,1,ankang
2016-03-27,5.0,22.0,1,ankang
2016-03-28,8.0,21.0,1,ankang
2016-03-29,12.0,20.0,0,ankang
2016-03-30,10.0,23.0,1,ankang
2016-03-31,10.0,28.0,1,ankang
2016-04-01,12.0,26.0,1,ankang
2016-04-02,14.0,27.0,0,ankang
2016-04-03,12.0,22.0,1,ankang
2016-04-04,12.0,18.0,1,ankang
2016-04-05,13.0,18.0,0,ankang
2016-04-06,11.0,15.0,0,ankang
2016-04-07,13.0,24.0,1,ankang
2016-04-08,13.0,22.0,1,ankang
2016-04-09,13.0,24.0,1,ankang
2016-04-10,15.0,25.0,1,ankang
2016-04-11,14.0,26.0,1,ankang
2016-04-12,14.0,27.0,1,ankang
2016-04-13,16.0,26.0,0,ankang
2016-04-14,15.0,19.0,0,ankang
2016-04-15,12.0,18.0,0,ankang
2016-04-16,11.0,25.0,1,ankang
2016-04-17,9.0,25.0,1,ankang
2016-04-18,9.0,26.0,1,ankang
2016-04-19,15.0,25.0,0,ankang
2016-04-20,12.0,23.0,0,ankang
2016-04-21,13.0,26.0,1,ankang
2016-04-22,13.0,25.0,0,ankang
2016-04-23,13.0,18.0,1,ankang
2016-04-24,13.0,22.0,1,ankang
2016-04-25,16.0,23.0,1,ankang
2016-04-26,15.0,25.0,1,ankang
2016-04-27,13.0,28.0,1,ankang
2016-04-28,15.0,30.0,1,ankang
2016-04-29,16.0,31.0,1,ankang
2016-04-30,16.0,30.0,1,ankang
2016-05-01,17.0,29.0,1,ankang
2016-05-02,11.0,28.0,1,ankang
2016-05-03,15.0,30.0,1,ankang
2016-05-04,18.0,33.0,1,ankang
2016-05-05,20.0,33.0,1,ankang
2016-05-06,18.0,29.0,0,ankang
2016-05-07,14.0,19.0,0,ankang
2016-05-08,14.0,22.0,1,ankang
2016-05-09,14.0,27.0,1,ankang
2016-05-10,16.0,32.0,1,ankang
2016-05-11,19.0,33.0,1,ankang
2016-05-12,17.0,28.0,0,ankang
2016-05-13,14.0,24.0,0,ankang
2016-05-14,13.0,16.0,0,ankang
2016-05-15,11.0,22.0,1,ankang
2016-05-16,10.0,27.0,1,ankang
2016-05-17,17.0,29.0,1,ankang
2016-05-18,17.0,29.0,1,ankang
2016-05-19,17.0,24.0,0,ankang
2016-05-20,16.0,23.0,1,ankang
2016-05-21,17.0,24.0,1,ankang
2016-05-22,16.0,23.0,0,ankang
2016-05-23,15.0,25.0,1,ankang
2016-05-24,17.0,28.0,1,ankang
2016-05-25,15.0,24.0,0,ankang
2016-05-26,14.0,17.0,0,ankang
2016-05-27,14.0,17.0,0,ankang
2016-05-28,16.0,22.0,1,ankang
2016-05-29,16.0,29.0,1,ankang
2016-05-30,20.0,30.0,0,ankang
2016-05-31,19.0,22.0,0,ankang
2016-06-01,18.0,22.0,0,ankang
2016-06-02,15.0,19.0,0,ankang
2016-06-03,17.0,27.0,1,ankang
2016-06-04,19.0,31.0,0,ankang
2016-06-05,18.0,34.0,1,ankang
2016-06-06,20.0,33.0,0,ankang
2016-06-07,19.0,28.0,0,ankang
2016-06-08,20.0,32.0,0,ankang
2016-06-09,21.0,29.0,0,ankang
2016-06-10,21.0,31.0,1,ankang
2016-06-11,21.0,33.0,0,ankang
2016-06-12,21.0,32.0,1,ankang
2016-06-13,22.0,35.0,1,ankang
2016-06-14,21.0,34.0,1,ankang
2016-06-15,18.0,30.0,1,ankang
2016-06-16,19.0,33.0,1,ankang
2016-06-17,20.0,35.0,1,ankang
2016-06-18,23.0,36.0,1,ankang
2016-06-19,23.0,35.0,1,ankang
2016-06-20,23.0,36.0,1,ankang
2016-06-21,23.0,36.0,1,ankang
2016-06-23,22.0,27.0,0,ankang
2016-06-24,20.0,24.0,0,ankang
2016-06-25,19.0,25.0,0,ankang
2016-06-26,20.0,26.0,0,ankang
2016-06-27,21.0,31.0,1,ankang
2016-06-28,21.0,33.0,1,ankang
2016-06-29,24.0,36.0,1,ankang
2016-06-30,22.0,30.0,0,ankang
2016-07-01,22.0,33.0,1,ankang
2016-07-02,22.0,34.0,1,ankang
2016-07-03,22.0,32.0,1,ankang
2016-07-04,21.0,30.0,1,ankang
2016-07-05,22.0,32.0,1,ankang
2016-07-06,23.0,33.0,1,ankang
2016-07-07,24.0,32.0,1,ankang
2016-07-08,25.0,35.0,1,ankang
2016-07-09,26.0,36.0,1,ankang
2016-07-10,28.0,36.0,1,ankang
2016-07-11,28.0,37.0,1,ankang
2016-07-12,27.0,36.0,0,ankang
2016-07-13,23.0,32.0,0,ankang
2016-07-14,22.0,25.0,0,ankang
2016-07-15,21.0,32.0,1,ankang
2016-07-16,23.0,35.0,1,ankang
2016-07-17,24.0,33.0,1,ankang
2016-07-18,24.0,31.0,0,ankang
2016-07-19,23.0,29.0,0,ankang
2016-07-20,23.0,34.0,1,ankang
2016-07-21,26.0,37.0,1,ankang
2016-07-22,25.0,37.0,0,ankang
2016-07-23,26.0,36.0,1,ankang
2016-07-24,26.0,37.0,1,ankang
2016-07-25,25.0,36.0,0,ankang
2016-07-26,25.0,35.0,0,ankang
2016-07-27,23.0,30.0,0,ankang
2016-07-28,24.0,36.0,1,ankang
2016-07-29,24.0,35.0,1,ankang
2016-07-30,25.0,36.0,0,ankang
2016-07-31,25.0,33.0,0,ankang
2016-08-01,26.0,34.0,0,ankang
2016-08-02,25.0,34.0,0,ankang
2016-08-03,24.0,33.0,0,ankang
2016-08-04,24.0,31.0,0,ankang
2016-08-05,23.0,33.0,0,ankang
2016-08-06,23.0,34.0,0,ankang
2016-08-07,23.0,31.0,0,ankang
2016-08-08,23.0,30.0,0,ankang
2016-08-09,23.0,31.0,0,ankang
2016-08-10,24.0,32.0,1,ankang
2016-08-11,25.0,35.0,1,ankang
2016-08-12,26.0,36.0,1,ankang
2016-08-13,26.0,38.0,1,ankang
2016-08-14,26.0,38.0,1,ankang
2016-08-15,26.0,38.0,1,ankang
2016-08-16,26.0,38.0,1,ankang
2016-08-17,26.0,37.0,1,ankang
2016-08-18,26.0,38.0,1,ankang
2016-08-19,26.0,39.0,1,ankang
2016-08-20,27.0,40.0,1,ankang
2016-08-21,26.0,38.0,1,ankang
2016-08-22,24.0,37.0,1,ankang
2016-08-23,26.0,36.0,1,ankang
2016-08-24,27.0,38.0,1,ankang
2016-08-25,24.0,34.0,0,ankang
2016-08-26,21.0,25.0,1,ankang
2016-08-27,20.0,29.0,1,ankang
2016-08-28,20.0,33.0,1,ankang
2016-08-29,20.0,32.0,1,ankang
2016-08-30,18.0,30.0,1,ankang
2016-08-31,19.0,30.0,1,ankang
2016-09-01,19.0,34.0,1,ankang
2016-09-02,21.0,34.0,1,ankang
2016-09-03,20.0,30.0,1,ankang
2016-09-04,20.0,35.0,1,ankang
2016-09-05,22.0,30.0,1,ankang
2016-09-06,18.0,28.0,1,ankang
2016-09-07,19.0,34.0,1,ankang
2016-09-08,20.0,34.0,1,ankang
2016-09-09,18.0,29.0,1,ankang
2016-09-10,16.0,35.0,1,ankang
2016-09-11,19.0,34.0,1,ankang
2016-09-12,19.0,31.0,1,ankang
2016-09-13,19.0,28.0,0,ankang
2016-09-14,20.0,27.0,1,ankang
2016-09-15,19.0,27.0,1,ankang
2016-09-16,19.0,31.0,1,ankang
2016-09-17,19.0,30.0,1,ankang
2016-09-18,18.0,26.0,1,ankang
2016-09-19,17.0,23.0,0,ankang
2016-09-20,18.0,23.0,0,ankang
2016-09-21,16.0,26.0,1,ankang
2016-09-22,17.0,28.0,1,ankang
2016-09-23,18.0,29.0,1,ankang
2016-09-24,19.0,22.0,0,ankang
2016-09-25,19.0,22.0,0,ankang
2016-09-26,19.0,21.0,0,ankang
2016-09-27,18.0,20.0,0,ankang
2016-09-28,17.0,22.0,0,ankang
2016-09-29,16.0,25.0,1,ankang
2016-09-30,17.0,26.0,1,ankang
2016-10-01,15.0,27.0,1,ankang
2016-10-02,17.0,30.0,1,ankang
2016-10-03,19.0,32.0,1,ankang
2016-10-04,18.0,30.0,1,ankang
2016-10-05,17.0,23.0,1,ankang
2016-10-06,18.0,24.0,1,ankang
2016-10-07,16.0,21.0,0,ankang
2016-10-08,13.0,20.0,0,ankang
2016-10-09,13.0,17.0,0,ankang
2016-10-10,12.0,14.0,0,ankang
2016-10-11,13.0,14.0,0,ankang
2016-10-12,13.0,15.0,0,ankang
2016-10-13,14.0,16.0,0,ankang
2016-10-14,13.0,16.0,0,ankang
2016-10-15,13.0,18.0,1,ankang
2016-10-16,14.0,22.0,1,ankang
2016-10-17,14.0,22.0,1,ankang
2016-10-18,15.0,23.0,1,ankang
2016-10-19,17.0,25.0,1,ankang
2016-10-20,18.0,25.0,1,ankang
2016-10-21,17.0,21.0,0,ankang
2016-10-22,15.0,23.0,0,ankang
2016-10-23,12.0,17.0,0,ankang
2016-10-24,12.0,14.0,0,ankang
2016-10-25,11.0,16.0,0,ankang
2016-10-26,12.0,15.0,0,ankang
